indice_cliente,media_movel
314.0,8.458862304064901
315.0,8.463376677956804
316.0,8.468115895955544
317.0,8.472544803243427
318.0,8.477665400392636
319.0,8.482903488611598
320.0,8.487981039615313
321.0,8.493198892626955
322.0,8.49778199030818
323.0,8.502322996312895
324.0,8.506879337150172
325.0,8.511350407179627
326.0,8.51545922020425
327.0,8.519748650595284
328.0,8.52429356316339
329.0,8.529093392538764
330.0,8.533559665170774
331.0,8.53748868417096
332.0,8.541360760884189
333.0,8.545090598943718
334.0,8.549254211441996
335.0,8.553485931630792
336.0,8.557423143139966
337.0,8.561096212916961
338.0,8.565332709755776
339.0,8.569631239058856
340.0,8.57374590446693
341.0,8.577409083220916
342.0,8.580557680911879
343.0,8.584083338078514
344.0,8.58820883651385
345.0,8.592655352288384
346.0,8.596674467693521
347.0,8.599956262283683
348.0,8.603863211636954
349.0,8.607585763576639
350.0,8.611425555110502
351.0,8.615537563255762
352.0,8.619389804803697
353.0,8.623091377777719
354.0,8.626215104648749
355.0,8.628907142324374
356.0,8.631684059200497
357.0,8.634540413315873
358.0,8.637173643420155
359.0,8.639938159965418
360.0,8.642308180996576
361.0,8.64499205338039
362.0,8.647241169129632
363.0,8.65036577393381
364.0,8.653884531253656
365.0,8.656854131722342
366.0,8.660041433080783
367.0,8.663255202978329
368.0,8.66616950549019
369.0,8.669002111613244
370.0,8.670898820047098
371.0,8.672679702268294
372.0,8.673771675821863
373.0,8.67448632511535
374.0,8.675059018153542
375.0,8.676153814884403
376.0,8.677667463475979
377.0,8.678628530540754
378.0,8.680201637046034
379.0,8.681653672211532
380.0,8.683297763360294
381.0,8.684641728669938
382.0,8.686427033483486
383.0,8.688737959610489
384.0,8.690559934657742
385.0,8.692060216239414
386.0,8.693462712189467
387.0,8.695563844974352
388.0,8.697891588720479
389.0,8.69978943537277
390.0,8.701904925744815
391.0,8.70493123826874
392.0,8.707073936532852
393.0,8.708629755829785
394.0,8.709846456584346
395.0,8.710408587110042
396.0,8.710705230902416
397.0,8.711118421495557
398.0,8.712076794302524
399.0,8.712528098352502
400.0,8.713142082606451
401.0,8.714410806791475
402.0,8.715579077561243
403.0,8.716673159440422
404.0,8.717855435319567
405.0,8.718886211854207
406.0,8.719537022503795
407.0,8.720300199985637
408.0,8.721229752617608
409.0,8.72308924202236
410.0,8.724924598875862
411.0,8.726529614610142
412.0,8.727740281050542
